p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
2993699,Turkey,Mexico,Russia,Greece,Israel,88717.0,2019-02-28T17:46:52.000Z,Turkey_Mexico_Russia_Greece_Israel,5
2993700,United Kingdom,,Turkey,Russia,Spain,87078.0,2019-02-28T17:46:53.000Z,United Kingdom_Turkey_Russia_Spain,4
2993701,Turkey,United Kingdom,Mexico,Turkey,,25486.0,2019-02-28T17:46:54.000Z,Turkey_United Kingdom_Mexico_Turkey,4
2993702,,Greece,,Israel,Spain,24072.0,2019-02-28T17:46:56.000Z,Greece_Israel_Spain,3
2993703,Spain,Turkey,United Kingdom,Mexico,Israel,79783.0,2019-02-28T17:46:57.000Z,Spain_Turkey_United Kingdom_Mexico_Israel,5
2993704,Turkey,Turkey,Greece,,,43511.0,2019-02-28T17:46:59.000Z,Turkey_Greece,2
2993705,United Kingdom,United Kingdom,,Mexico,Mexico,72942.0,2019-02-28T17:47:00.000Z,United Kingdom_Mexico,2
2993706,United Kingdom,Mexico,,Russia,Russia,50688.0,2019-02-28T17:47:01.000Z,United Kingdom_Mexico_Russia,3
2993707,,Spain,,Mexico,Russia,19981.0,2019-02-28T17:47:02.000Z,Spain_Mexico_Russia,3
2993708,Greece,Turkey,Mexico,Turkey,Mexico,12182.0,2019-02-28T17:47:03.000Z,Greece_Turkey_Mexico_Turkey_Mexico,5
2993709,Mexico,,Turkey,,United Kingdom,28126.0,2019-02-28T17:47:04.000Z,Mexico_Turkey_United Kingdom,3
2993710,,United Kingdom,,,Russia,54934.0,2019-02-28T17:47:05.000Z,United Kingdom_Russia,2
2993711,Spain,Turkey,United Kingdom,Spain,Russia,94969.0,2019-02-28T17:47:05.000Z,Spain_Turkey_United Kingdom_Spain_Russia,5
2993712,Spain,,Russia,Mexico,Russia,78980.0,2019-02-28T17:47:05.000Z,Spain_Russia_Mexico_Russia,4
2993713,Spain,Mexico,Israel,,United Kingdom,7162.0,2019-02-28T17:47:06.000Z,Spain_Mexico_Israel_United Kingdom,4
2993714,Greece,Greece,,Greece,Spain,43008.0,2019-02-28T17:47:09.000Z,Greece_Spain,2
2993715,United Kingdom,Spain,,Mexico,Turkey,13607.0,2019-02-28T17:47:09.000Z,United Kingdom_Spain_Mexico_Turkey,4
2993716,Spain,,,United Kingdom,Turkey,52868.0,2019-02-28T17:47:12.000Z,Spain_United Kingdom_Turkey,3
2993717,United Kingdom,Greece,,Greece,,85329.0,2019-02-28T17:47:13.000Z,United Kingdom_Greece,2
2993718,Israel,Turkey,Mexico,Turkey,Turkey,29079.0,2019-02-28T17:47:14.000Z,Israel_Turkey_Mexico_Turkey,4
2993719,Russia,Mexico,Greece,,Israel,90707.0,2019-02-28T17:47:18.000Z,Russia_Mexico_Greece_Israel,4
2993720,Spain,Israel,Spain,,Greece,73902.0,2019-02-28T17:47:19.000Z,Spain_Israel_Spain_Greece,4
2993721,Russia,United Kingdom,Spain,Israel,,68515.0,2019-02-28T17:47:20.000Z,Russia_United Kingdom_Spain_Israel,4
2993722,,Greece,Spain,,Russia,80331.0,2019-02-28T17:47:22.000Z,Greece_Spain_Russia,3
2993723,Spain,Greece,Greece,Israel,,97634.0,2019-02-28T17:47:23.000Z,Spain_Greece_Israel,3
2993724,Israel,,Israel,,Spain,90714.0,2019-02-28T17:47:25.000Z,Israel_Spain,2
2993725,Israel,Mexico,United Kingdom,,Greece,18386.0,2019-02-28T17:47:25.000Z,Israel_Mexico_United Kingdom_Greece,4
2993726,,Turkey,Mexico,United Kingdom,,22709.0,2019-02-28T17:47:26.000Z,Turkey_Mexico_United Kingdom,3
2993727,Mexico,Turkey,Russia,,United Kingdom,36018.0,2019-02-28T17:47:26.000Z,Mexico_Turkey_Russia_United Kingdom,4
2993728,Spain,,Mexico,,Turkey,91946.0,2019-02-28T17:47:26.000Z,Spain_Mexico_Turkey,3
2993729,Spain,Turkey,,Spain,,74375.0,2019-02-28T17:47:29.000Z,Spain_Turkey_Spain,3
2993730,Spain,,Mexico,United Kingdom,Russia,27464.0,2019-02-28T17:47:30.000Z,Spain_Mexico_United Kingdom_Russia,4
2993731,,,Turkey,Russia,,26549.0,2019-02-28T17:47:32.000Z,Turkey_Russia,2
2993732,Greece,Russia,Turkey,Spain,Israel,84446.0,2019-02-28T17:47:32.000Z,Greece_Russia_Turkey_Spain_Israel,5
2993733,Turkey,Spain,,Israel,Russia,4346.0,2019-02-28T17:47:36.000Z,Turkey_Spain_Israel_Russia,4
2993734,,Turkey,Spain,Spain,Russia,96916.0,2019-02-28T17:47:38.000Z,Turkey_Spain_Russia,3
2993735,Spain,,Turkey,Mexico,Russia,96068.0,2019-02-28T17:47:38.000Z,Spain_Turkey_Mexico_Russia,4
2993736,United Kingdom,Greece,Spain,United Kingdom,Mexico,69005.0,2019-02-28T17:47:38.000Z,United Kingdom_Greece_Spain_United Kingdom_Mexico,5
2993737,Israel,United Kingdom,Greece,,Mexico,16168.0,2019-02-28T17:47:41.000Z,Israel_United Kingdom_Greece_Mexico,4
2993738,Mexico,Russia,United Kingdom,,Spain,8298.0,2019-02-28T17:47:43.000Z,Mexico_Russia_United Kingdom_Spain,4
2993739,United Kingdom,United Kingdom,Russia,Greece,Israel,67140.0,2019-02-28T17:47:47.000Z,United Kingdom_Russia_Greece_Israel,4
2993740,Mexico,Russia,Turkey,Mexico,Mexico,84704.0,2019-02-28T17:47:48.000Z,Mexico_Russia_Turkey_Mexico,4
2993741,,Spain,Greece,Israel,Russia,22349.0,2019-02-28T17:47:51.000Z,Spain_Greece_Israel_Russia,4
2993742,Spain,,Spain,Mexico,Greece,24814.0,2019-02-28T17:47:53.000Z,Spain_Mexico_Greece,3
2993743,,Mexico,Spain,,Spain,9378.0,2019-02-28T17:47:53.000Z,Mexico_Spain,2
2993744,Turkey,Russia,,United Kingdom,,37229.0,2019-02-28T17:47:53.000Z,Turkey_Russia_United Kingdom,3
2993745,,Mexico,United Kingdom,Spain,Israel,56760.0,2019-02-28T17:47:58.000Z,Mexico_United Kingdom_Spain_Israel,4
2993746,United Kingdom,Mexico,Greece,Israel,Russia,91864.0,2019-02-28T17:47:59.000Z,United Kingdom_Mexico_Greece_Israel_Russia,5
2993747,Russia,Turkey,United Kingdom,Spain,Greece,98253.0,2019-02-28T17:48:00.000Z,Russia_Turkey_United Kingdom_Spain_Greece,5
2993748,,Greece,United Kingdom,Turkey,Mexico,32804.0,2019-02-28T17:48:01.000Z,Greece_United Kingdom_Turkey_Mexico,4
2993749,Turkey,Mexico,,Spain,Russia,45460.0,2019-02-28T17:48:02.000Z,Turkey_Mexico_Spain_Russia,4
2993750,Turkey,Spain,Israel,United Kingdom,Greece,24855.0,2019-02-28T17:48:02.000Z,Turkey_Spain_Israel_United Kingdom_Greece,5
2993751,,,Spain,Israel,Spain,76514.0,2019-02-28T17:48:06.000Z,Spain_Israel_Spain,3
2993752,,Israel,Turkey,United Kingdom,Russia,9599.0,2019-02-28T17:48:06.000Z,Israel_Turkey_United Kingdom_Russia,4
2993753,Spain,United Kingdom,Greece,,,45952.0,2019-02-28T17:48:10.000Z,Spain_United Kingdom_Greece,3
2993754,Israel,Greece,Israel,Turkey,,5558.0,2019-02-28T17:48:11.000Z,Israel_Greece_Israel_Turkey,4
2993755,Mexico,,United Kingdom,Spain,Turkey,5431.0,2019-02-28T17:48:12.000Z,Mexico_United Kingdom_Spain_Turkey,4
2993756,,Turkey,Russia,Mexico,Mexico,60548.0,2019-02-28T17:48:14.000Z,Turkey_Russia_Mexico,3
2993757,Mexico,Israel,,,Israel,61860.0,2019-02-28T17:48:15.000Z,Mexico_Israel,2
2993758,Greece,United Kingdom,,Spain,,64708.0,2019-02-28T17:48:17.000Z,Greece_United Kingdom_Spain,3
2993759,Russia,,Israel,Spain,Greece,84009.0,2019-02-28T17:48:17.000Z,Russia_Israel_Spain_Greece,4
2993760,Israel,Israel,Turkey,Spain,,93287.0,2019-02-28T17:48:24.000Z,Israel_Turkey_Spain,3
2993761,Mexico,Russia,United Kingdom,,,8227.0,2019-02-28T17:48:31.000Z,Mexico_Russia_United Kingdom,3
2993762,United Kingdom,Turkey,Mexico,Turkey,,12244.0,2019-02-28T17:48:32.000Z,United Kingdom_Turkey_Mexico_Turkey,4
2993763,Spain,Mexico,United Kingdom,Mexico,,829.0,2019-02-28T17:48:32.000Z,Spain_Mexico_United Kingdom_Mexico,4
2993764,Israel,,Russia,Turkey,United Kingdom,4279.0,2019-02-28T17:48:39.000Z,Israel_Russia_Turkey_United Kingdom,4
2993765,Russia,Greece,Mexico,Turkey,Israel,14012.0,2019-02-28T17:48:40.000Z,Russia_Greece_Mexico_Turkey_Israel,5
2993766,,Russia,Israel,Turkey,Greece,364.0,2019-02-28T17:48:40.000Z,Russia_Israel_Turkey_Greece,4
2993767,Mexico,Russia,Mexico,Israel,Spain,49961.0,2019-02-28T17:48:42.000Z,Mexico_Russia_Mexico_Israel_Spain,5
2993768,Turkey,Greece,Mexico,Russia,,73337.0,2019-02-28T17:48:43.000Z,Turkey_Greece_Mexico_Russia,4
2993769,Israel,Turkey,Turkey,Turkey,Russia,38238.0,2019-02-28T17:48:43.000Z,Israel_Turkey_Russia,3
2993770,Greece,,Greece,Turkey,Spain,66956.0,2019-02-28T17:48:45.000Z,Greece_Turkey_Spain,3
2993771,Mexico,Spain,Greece,Russia,Israel,25725.0,2019-02-28T17:48:45.000Z,Mexico_Spain_Greece_Russia_Israel,5
2993772,Mexico,Greece,,Turkey,Mexico,32206.0,2019-02-28T17:48:45.000Z,Mexico_Greece_Turkey_Mexico,4
2993773,,Mexico,Spain,United Kingdom,,9819.0,2019-02-28T17:48:47.000Z,Mexico_Spain_United Kingdom,3
2993774,Spain,United Kingdom,Spain,,Israel,44030.0,2019-02-28T17:48:49.000Z,Spain_United Kingdom_Spain_Israel,4
2993775,Turkey,United Kingdom,United Kingdom,Israel,Russia,73870.0,2019-02-28T17:48:51.000Z,Turkey_United Kingdom_Israel_Russia,4
2993776,Russia,Israel,Greece,Russia,Greece,373.0,2019-02-28T17:48:51.000Z,Russia_Israel_Greece_Russia_Greece,5
2993777,United Kingdom,Turkey,,Turkey,United Kingdom,96373.0,2019-02-28T17:48:52.000Z,United Kingdom_Turkey_United Kingdom,3
2993778,Russia,Israel,Spain,Greece,Turkey,99009.0,2019-02-28T17:48:53.000Z,Russia_Israel_Spain_Greece_Turkey,5
2993779,Greece,,,Russia,Israel,60077.0,2019-02-28T17:48:55.000Z,Greece_Russia_Israel,3
2993780,,Israel,Russia,Russia,Israel,61221.0,2019-02-28T17:48:57.000Z,Israel_Russia_Israel,3
2993781,,Turkey,,Greece,,41975.0,2019-02-28T17:49:01.000Z,Turkey_Greece,2
2993782,United Kingdom,Mexico,Turkey,Greece,,53789.0,2019-02-28T17:49:01.000Z,United Kingdom_Mexico_Turkey_Greece,4
2993783,Turkey,,United Kingdom,United Kingdom,United Kingdom,904.0,2019-02-28T17:49:05.000Z,Turkey_United Kingdom,2
2993784,Turkey,Spain,Russia,,United Kingdom,28007.0,2019-02-28T17:49:06.000Z,Turkey_Spain_Russia_United Kingdom,4
2993785,United Kingdom,Turkey,Mexico,,Mexico,7515.0,2019-02-28T17:49:06.000Z,United Kingdom_Turkey_Mexico,3
2993786,Mexico,Greece,,Russia,Russia,79581.0,2019-02-28T17:49:08.000Z,Mexico_Greece_Russia,3
2993787,Spain,Greece,,United Kingdom,Turkey,92629.0,2019-02-28T17:49:08.000Z,Spain_Greece_United Kingdom_Turkey,4
2993788,Mexico,,Spain,Turkey,Greece,5965.0,2019-02-28T17:49:11.000Z,Mexico_Spain_Turkey_Greece,4
2993789,Mexico,Spain,Spain,,Greece,84702.0,2019-02-28T17:49:11.000Z,Mexico_Spain_Greece,3
2993790,Turkey,,,Mexico,Turkey,28532.0,2019-02-28T17:49:11.000Z,Turkey_Mexico_Turkey,3
2993791,United Kingdom,,Greece,Russia,United Kingdom,33093.0,2019-02-28T17:49:12.000Z,United Kingdom_Greece_Russia_United Kingdom,4
2993792,Greece,Mexico,Turkey,,United Kingdom,96819.0,2019-02-28T17:49:13.000Z,Greece_Mexico_Turkey_United Kingdom,4
2993793,,Mexico,United Kingdom,Turkey,,12988.0,2019-02-28T17:49:15.000Z,Mexico_United Kingdom_Turkey,3
2993795,,,Greece,Spain,Greece,94776.0,2019-02-28T17:49:18.000Z,Greece_Spain_Greece,3
2993796,Israel,Israel,Mexico,,Spain,4193.0,2019-02-28T17:49:22.000Z,Israel_Mexico_Spain,3
2993797,Turkey,Turkey,Russia,Turkey,,67023.0,2019-02-28T17:49:23.000Z,Turkey_Russia_Turkey,3
2993798,Israel,Mexico,Mexico,Spain,Greece,99940.0,2019-02-28T17:49:29.000Z,Israel_Mexico_Spain_Greece,4
2993799,Greece,Spain,United Kingdom,United Kingdom,Greece,5846.0,2019-02-28T17:49:32.000Z,Greece_Spain_United Kingdom_Greece,4
2993800,Russia,United Kingdom,Israel,Mexico,Turkey,12355.0,2019-02-28T17:49:32.000Z,Russia_United Kingdom_Israel_Mexico_Turkey,5
2993801,,Russia,United Kingdom,,Mexico,42310.0,2019-02-28T17:49:35.000Z,Russia_United Kingdom_Mexico,3
2993802,,Greece,Turkey,Mexico,Israel,95444.0,2019-02-28T17:49:35.000Z,Greece_Turkey_Mexico_Israel,4
2993804,,,Greece,Israel,Russia,4360.0,2019-02-28T17:49:39.000Z,Greece_Israel_Russia,3
2993805,Russia,,United Kingdom,United Kingdom,Israel,9923.0,2019-02-28T17:49:39.000Z,Russia_United Kingdom_Israel,3
2993806,Mexico,Russia,United Kingdom,Turkey,,34320.0,2019-02-28T17:49:42.000Z,Mexico_Russia_United Kingdom_Turkey,4
2993807,Israel,Israel,Turkey,United Kingdom,Israel,38673.0,2019-02-28T17:49:42.000Z,Israel_Turkey_United Kingdom_Israel,4
2993808,Greece,Russia,Mexico,United Kingdom,Israel,78646.0,2019-02-28T17:49:44.000Z,Greece_Russia_Mexico_United Kingdom_Israel,5
2993809,Spain,Spain,Israel,Israel,Mexico,74079.0,2019-02-28T17:49:44.000Z,Spain_Israel_Mexico,3
2993810,Greece,Spain,Greece,,,56555.0,2019-02-28T17:49:46.000Z,Greece_Spain_Greece,3
2993811,Greece,Russia,United Kingdom,,Greece,8532.0,2019-02-28T17:49:47.000Z,Greece_Russia_United Kingdom_Greece,4
2993812,Turkey,,Russia,Turkey,Mexico,98413.0,2019-02-28T17:49:47.000Z,Turkey_Russia_Turkey_Mexico,4
2993813,Greece,United Kingdom,Israel,Spain,,87009.0,2019-02-28T17:49:48.000Z,Greece_United Kingdom_Israel_Spain,4
2993814,Mexico,Russia,Spain,,Turkey,14857.0,2019-02-28T17:49:50.000Z,Mexico_Russia_Spain_Turkey,4
2993815,,Spain,United Kingdom,Israel,Russia,705.0,2019-02-28T17:49:50.000Z,Spain_United Kingdom_Israel_Russia,4
2993816,United Kingdom,Russia,,Greece,,55130.0,2019-02-28T17:49:53.000Z,United Kingdom_Russia_Greece,3
2993817,Mexico,,Greece,Mexico,Mexico,35749.0,2019-02-28T17:49:53.000Z,Mexico_Greece_Mexico,3
2993818,Russia,Israel,Spain,,,81480.0,2019-02-28T17:49:53.000Z,Russia_Israel_Spain,3
2993819,Israel,Greece,,Russia,Spain,86313.0,2019-02-28T17:49:56.000Z,Israel_Greece_Russia_Spain,4
2993820,Israel,Greece,United Kingdom,Greece,Israel,39942.0,2019-02-28T17:49:59.000Z,Israel_Greece_United Kingdom_Greece_Israel,5
2993821,Spain,Spain,Spain,Spain,Turkey,34523.0,2019-02-28T17:50:00.000Z,Spain_Turkey,2
2993822,Mexico,United Kingdom,Israel,Russia,Russia,96654.0,2019-02-28T17:50:05.000Z,Mexico_United Kingdom_Israel_Russia,4
2993823,,United Kingdom,,Spain,Israel,2819.0,2019-02-28T17:50:05.000Z,United Kingdom_Spain_Israel,3
2993824,United Kingdom,Spain,Spain,Russia,Mexico,33385.0,2019-02-28T17:50:07.000Z,United Kingdom_Spain_Russia_Mexico,4
2993825,Turkey,Israel,Mexico,Greece,United Kingdom,42292.0,2019-02-28T17:50:08.000Z,Turkey_Israel_Mexico_Greece_United Kingdom,5
2993826,,Israel,Russia,Israel,,15038.0,2019-02-28T17:50:19.000Z,Israel_Russia_Israel,3
2993827,Turkey,Mexico,Spain,,Russia,10245.0,2019-02-28T17:50:21.000Z,Turkey_Mexico_Spain_Russia,4
2993828,,Greece,,Mexico,Russia,43668.0,2019-02-28T17:50:22.000Z,Greece_Mexico_Russia,3
2993829,Russia,,United Kingdom,United Kingdom,Mexico,95557.0,2019-02-28T17:50:22.000Z,Russia_United Kingdom_Mexico,3
2993830,Israel,,Russia,Mexico,United Kingdom,54579.0,2019-02-28T17:50:22.000Z,Israel_Russia_Mexico_United Kingdom,4
2993831,,Mexico,,,Greece,66432.0,2019-02-28T17:50:23.000Z,Mexico_Greece,2
2993832,Greece,United Kingdom,Greece,United Kingdom,Turkey,94433.0,2019-02-28T17:50:23.000Z,Greece_United Kingdom_Greece_United Kingdom_Turkey,5
2993833,Mexico,Spain,Israel,United Kingdom,Russia,68755.0,2019-02-28T17:50:26.000Z,Mexico_Spain_Israel_United Kingdom_Russia,5
2993834,,,United Kingdom,,Israel,36782.0,2019-02-28T17:50:29.000Z,United Kingdom_Israel,2
2993835,Greece,United Kingdom,Russia,,Russia,30531.0,2019-02-28T17:50:36.000Z,Greece_United Kingdom_Russia,3
2993836,United Kingdom,Mexico,United Kingdom,,Mexico,90543.0,2019-02-28T17:50:39.000Z,United Kingdom_Mexico_United Kingdom_Mexico,4
2993837,Spain,Israel,Mexico,,Greece,65565.0,2019-02-28T17:50:39.000Z,Spain_Israel_Mexico_Greece,4
2993838,Greece,,,Russia,Greece,94160.0,2019-02-28T17:50:40.000Z,Greece_Russia_Greece,3
2993839,Spain,,Mexico,,Greece,32518.0,2019-02-28T17:50:42.000Z,Spain_Mexico_Greece,3
2993840,Turkey,Turkey,Mexico,Spain,,70947.0,2019-02-28T17:50:42.000Z,Turkey_Mexico_Spain,3
2993841,United Kingdom,United Kingdom,,United Kingdom,Turkey,94070.0,2019-02-28T17:50:43.000Z,United Kingdom_Turkey,2
2993842,,Greece,,Turkey,Israel,64053.0,2019-02-28T17:50:43.000Z,Greece_Turkey_Israel,3
2993843,Greece,Mexico,Russia,Greece,United Kingdom,99841.0,2019-02-28T17:50:44.000Z,Greece_Mexico_Russia_Greece_United Kingdom,5
2993844,Russia,United Kingdom,,,Greece,95372.0,2019-02-28T17:50:44.000Z,Russia_United Kingdom_Greece,3
2993845,,Spain,Mexico,Israel,Russia,47683.0,2019-02-28T17:50:45.000Z,Spain_Mexico_Israel_Russia,4
2993846,Greece,Russia,Turkey,Turkey,Israel,34100.0,2019-02-28T17:50:47.000Z,Greece_Russia_Turkey_Israel,4
2993847,,Spain,Turkey,Russia,Greece,38486.0,2019-02-28T17:50:50.000Z,Spain_Turkey_Russia_Greece,4
2993848,Israel,Turkey,Turkey,Mexico,Israel,6390.0,2019-02-28T17:50:52.000Z,Israel_Turkey_Mexico_Israel,4
2993849,Turkey,United Kingdom,,Russia,Israel,83508.0,2019-02-28T17:50:54.000Z,Turkey_United Kingdom_Russia_Israel,4
2993850,United Kingdom,United Kingdom,Russia,,,85852.0,2019-02-28T17:50:55.000Z,United Kingdom_Russia,2
2993851,Turkey,Turkey,Mexico,Turkey,Israel,56078.0,2019-02-28T17:50:58.000Z,Turkey_Mexico_Turkey_Israel,4
2993852,Turkey,Greece,Israel,Russia,Greece,11566.0,2019-02-28T17:51:00.000Z,Turkey_Greece_Israel_Russia_Greece,5
2993853,Turkey,,Israel,Spain,,44986.0,2019-02-28T17:51:07.000Z,Turkey_Israel_Spain,3
2993855,Mexico,Israel,Mexico,,Turkey,39163.0,2019-02-28T17:51:19.000Z,Mexico_Israel_Mexico_Turkey,4
2993856,Israel,Spain,Russia,,Turkey,32534.0,2019-02-28T17:51:19.000Z,Israel_Spain_Russia_Turkey,4
2993857,United Kingdom,Greece,Russia,Turkey,,2422.0,2019-02-28T17:51:20.000Z,United Kingdom_Greece_Russia_Turkey,4
2993858,Russia,,Turkey,Mexico,Greece,74064.0,2019-02-28T17:51:20.000Z,Russia_Turkey_Mexico_Greece,4
2993859,,Turkey,Spain,Turkey,Greece,48670.0,2019-02-28T17:51:22.000Z,Turkey_Spain_Turkey_Greece,4
2993860,,Turkey,United Kingdom,Spain,Turkey,28084.0,2019-02-28T17:51:22.000Z,Turkey_United Kingdom_Spain_Turkey,4
2993861,Russia,Russia,,Turkey,United Kingdom,98103.0,2019-02-28T17:51:22.000Z,Russia_Turkey_United Kingdom,3
2993862,Greece,,Russia,Spain,Mexico,79596.0,2019-02-28T17:51:26.000Z,Greece_Russia_Spain_Mexico,4
2993863,,Mexico,Israel,Turkey,Greece,54951.0,2019-02-28T17:51:28.000Z,Mexico_Israel_Turkey_Greece,4
2993864,Israel,Turkey,Spain,Mexico,United Kingdom,5716.0,2019-02-28T17:51:30.000Z,Israel_Turkey_Spain_Mexico_United Kingdom,5
2993865,Israel,,Spain,Greece,Mexico,66882.0,2019-02-28T17:51:30.000Z,Israel_Spain_Greece_Mexico,4
2993866,Greece,,United Kingdom,Russia,,11101.0,2019-02-28T17:51:32.000Z,Greece_United Kingdom_Russia,3
2993867,United Kingdom,,Israel,Turkey,Mexico,47942.0,2019-02-28T17:51:33.000Z,United Kingdom_Israel_Turkey_Mexico,4
2993868,Russia,Greece,Spain,Turkey,,58682.0,2019-02-28T17:51:33.000Z,Russia_Greece_Spain_Turkey,4
2993869,,,,Spain,United Kingdom,46944.0,2019-02-28T17:51:35.000Z,Spain_United Kingdom,2
2993870,Russia,Greece,Mexico,United Kingdom,,62036.0,2019-02-28T17:51:36.000Z,Russia_Greece_Mexico_United Kingdom,4
2993871,Israel,Greece,Mexico,Spain,,65395.0,2019-02-28T17:51:39.000Z,Israel_Greece_Mexico_Spain,4
2993872,Turkey,Russia,Israel,Israel,,19662.0,2019-02-28T17:51:39.000Z,Turkey_Russia_Israel,3
2993873,United Kingdom,Turkey,,Turkey,Mexico,30229.0,2019-02-28T17:51:39.000Z,United Kingdom_Turkey_Mexico,3
2993874,Turkey,United Kingdom,Spain,Russia,Russia,59925.0,2019-02-28T17:51:39.000Z,Turkey_United Kingdom_Spain_Russia,4
2993875,Russia,Israel,,,Mexico,37314.0,2019-02-28T17:51:40.000Z,Russia_Israel_Mexico,3
2993876,Greece,Spain,Turkey,Mexico,Greece,2543.0,2019-02-28T17:51:40.000Z,Greece_Spain_Turkey_Mexico_Greece,5
2993877,United Kingdom,Russia,Turkey,Spain,Mexico,37539.0,2019-02-28T17:51:40.000Z,United Kingdom_Russia_Turkey_Spain_Mexico,5
2993878,United Kingdom,Israel,Israel,,Mexico,40820.0,2019-02-28T17:51:41.000Z,United Kingdom_Israel_Mexico,3
2993879,Israel,United Kingdom,Mexico,Russia,Spain,12431.0,2019-02-28T17:51:45.000Z,Israel_United Kingdom_Mexico_Russia_Spain,5
2993880,Greece,Mexico,Spain,Russia,United Kingdom,78973.0,2019-02-28T17:51:46.000Z,Greece_Mexico_Spain_Russia_United Kingdom,5
2993881,United Kingdom,Spain,Greece,Israel,Turkey,324.0,2019-02-28T17:51:49.000Z,United Kingdom_Spain_Greece_Israel_Turkey,5
2993882,Mexico,Greece,,Spain,Turkey,95168.0,2019-02-28T17:51:50.000Z,Mexico_Greece_Spain_Turkey,4
2993883,Russia,Mexico,Spain,Greece,,14710.0,2019-02-28T17:51:50.000Z,Russia_Mexico_Spain_Greece,4
2993884,,Israel,Israel,Spain,Israel,76806.0,2019-02-28T17:51:51.000Z,Israel_Spain_Israel,3
2993885,Israel,Turkey,,Mexico,Spain,58205.0,2019-02-28T17:51:53.000Z,Israel_Turkey_Mexico_Spain,4
2993886,,,Israel,Mexico,,11947.0,2019-02-28T17:51:58.000Z,Israel_Mexico,2
2993887,,Turkey,Russia,,Mexico,53894.0,2019-02-28T17:51:58.000Z,Turkey_Russia_Mexico,3
2993888,,Mexico,Spain,Russia,Israel,51406.0,2019-02-28T17:51:59.000Z,Mexico_Spain_Russia_Israel,4
2993890,Turkey,United Kingdom,United Kingdom,Greece,Greece,49409.0,2019-02-28T17:52:02.000Z,Turkey_United Kingdom_Greece,3
2993891,Mexico,Greece,Turkey,,,19855.0,2019-02-28T17:52:04.000Z,Mexico_Greece_Turkey,3
2993893,United Kingdom,,Turkey,,,44717.0,2019-02-28T17:52:06.000Z,United Kingdom_Turkey,2
2993894,Spain,Greece,Russia,Turkey,Russia,5868.0,2019-02-28T17:52:06.000Z,Spain_Greece_Russia_Turkey_Russia,5
2993895,Turkey,Greece,Greece,United Kingdom,Greece,91538.0,2019-02-28T17:52:12.000Z,Turkey_Greece_United Kingdom_Greece,4
2993896,Russia,Mexico,United Kingdom,Turkey,Greece,40096.0,2019-02-28T17:52:13.000Z,Russia_Mexico_United Kingdom_Turkey_Greece,5
2993897,Turkey,United Kingdom,Israel,Russia,Spain,71901.0,2019-02-28T17:52:14.000Z,Turkey_United Kingdom_Israel_Russia_Spain,5
2993898,,Spain,Mexico,Spain,,1819.0,2019-02-28T17:52:14.000Z,Spain_Mexico_Spain,3
2993899,Israel,,Spain,Russia,Israel,78431.0,2019-02-28T17:52:15.000Z,Israel_Spain_Russia_Israel,4
2993900,United Kingdom,Turkey,Mexico,Greece,Israel,78509.0,2019-02-28T17:52:17.000Z,United Kingdom_Turkey_Mexico_Greece_Israel,5
2993901,Mexico,Turkey,Spain,United Kingdom,Israel,85572.0,2019-02-28T17:52:20.000Z,Mexico_Turkey_Spain_United Kingdom_Israel,5
2993902,Spain,Greece,Greece,Russia,Russia,39845.0,2019-02-28T17:52:20.000Z,Spain_Greece_Russia,3
2993903,Mexico,Mexico,Russia,Russia,Spain,64861.0,2019-02-28T17:52:21.000Z,Mexico_Russia_Spain,3
2993904,Israel,,Turkey,Spain,Greece,8713.0,2019-02-28T17:52:21.000Z,Israel_Turkey_Spain_Greece,4
2993905,Turkey,Mexico,Mexico,,United Kingdom,94480.0,2019-02-28T17:52:23.000Z,Turkey_Mexico_United Kingdom,3
2993906,United Kingdom,Israel,Mexico,,Mexico,82964.0,2019-02-28T17:52:24.000Z,United Kingdom_Israel_Mexico,3
2993907,Greece,Spain,United Kingdom,Turkey,Israel,43885.0,2019-02-28T17:52:24.000Z,Greece_Spain_United Kingdom_Turkey_Israel,5
2993908,Turkey,Russia,Spain,,Mexico,13319.0,2019-02-28T17:52:26.000Z,Turkey_Russia_Spain_Mexico,4
2993909,,Mexico,Israel,Greece,Spain,44382.0,2019-02-28T17:52:27.000Z,Mexico_Israel_Greece_Spain,4
2993910,,Mexico,Russia,,,61410.0,2019-02-28T17:52:28.000Z,Mexico_Russia,2
2993911,Spain,,Israel,Russia,Russia,2113.0,2019-02-28T17:52:29.000Z,Spain_Israel_Russia,3
2993912,,Israel,Russia,Russia,,28746.0,2019-02-28T17:52:29.000Z,Israel_Russia,2
2993913,,,Greece,Mexico,Israel,56198.0,2019-02-28T17:52:31.000Z,Greece_Mexico_Israel,3
2993914,Russia,United Kingdom,Greece,Turkey,Mexico,29114.0,2019-02-28T17:52:36.000Z,Russia_United Kingdom_Greece_Turkey_Mexico,5
